schema,table,column,inferred_dtype
forestry_and_land_use,net_shrubgrass_emissions_sources,sector,string
agriculture,cropland_fires_emissions_sources_confidence,capacity,empty
forestry_and_land_use,shrubgrass_fires_emissions_sources,end_time,string
forestry_and_land_use,water_reservoirs_emissions_sources,capacity_units,string
transportation,domestic_aviation_country_emissions,start_time,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources,other7,empty
transportation,road_transportation_emissions_sources,end_time,string
transportation,railways_country_emissions,sector,string
transportation,domestic_shipping_country_emissions,iso3_country,string
manufacturing,aluminum_emissions_sources,iso3_country,string
agriculture,manure_left_on_pasture_cattle_emissions_sources,other7_def,string
buildings,residential_and_commercial_onsite_fuel_usage_country_emissions,modified_date,string
forestry_and_land_use,shrubgrass_fires_emissions_sources,other5,empty
manufacturing,steel_emissions_sources_ownership,sector,string
mineral_extraction,copper_mining_emissions_sources,other7,empty
fossil_fuel_operations,oil_and_gas_refining_emissions_sources_confidence,modified_date,empty
mineral_extraction,iron_mining_emissions_sources,other2_def,empty
fossil_fuel_operations,solid_fuel_transformation_country_emissions,emissions_quantity_units,string
forestry_and_land_use,net_shrubgrass_country_emissions,created_date,string
manufacturing,cement_country_emissions,modified_date,empty
mineral_extraction,bauxite_mining_emissions_sources,geometry_ref,string
forestry_and_land_use,net_wetland_emissions_sources,other1_def,string
manufacturing,petrochemicals_emissions_sources,start_time,string
fossil_fuel_operations,oil_and_gas_production_and_transport_country_emissions,subsector,string
forestry_and_land_use,net_wetland_emissions_sources,other8,empty
transportation,domestic_aviation_emissions_sources_ownership,ultimate_parent_id,string
waste,solid_waste_disposal_emissions_sources,other9,empty
manufacturing,other_manufacturing_country_emissions,iso3_country,string
mineral_extraction,iron_mining_country_emissions,emissions_quantity,string
agriculture,manure_left_on_pasture_cattle_emissions_sources_confidence,co2_emissions_factor,empty
forestry_and_land_use,forest_land_fires_emissions_sources,other1,string
agriculture,manure_left_on_pasture_cattle_emissions_sources,start_time,string
waste,wastewater_treatment_and_discharge_emissions_sources,other4,empty
agriculture,manure_management_other_country_emissions,emissions_quantity,string
manufacturing,cement_emissions_sources_ownership,interest_units,string
mineral_extraction,rock_quarrying_country_emissions,created_date,string
transportation,international_shipping_emissions_sources,other1_def,string
agriculture,cropland_fires_emissions_sources_confidence,source_id,string
agriculture,manure_management_cattle_feedlot_emissions_sources_confidence,end_time,string
forestry_and_land_use,net_wetland_emissions_sources,start_time,string
manufacturing,petrochemicals_emissions_sources,other8,empty
agriculture,manure_management_cattle_feedlot_emissions_sources,capacity_factor,string
manufacturing,steel_emissions_sources_ownership,iso3_country,string
manufacturing,aluminum_emissions_sources,source_type,string
fossil_fuel_operations,coal_mining_emissions_sources,source_id,string
manufacturing,petrochemicals_emissions_sources,other1_def,empty
agriculture,other_agricultural_soil_emissions_country_emissions,end_time,string
forestry_and_land_use,water_reservoirs_emissions_sources_confidence,start_time,string
agriculture,manure_left_on_pasture_cattle_emissions_sources_confidence,modified_date,string
waste,solid_waste_disposal_emissions_sources_confidence,start_time,string
manufacturing,aluminum_emissions_sources_ownership,company_id,string
transportation,domestic_aviation_country_emissions,subsector,string
forestry_and_land_use,water_reservoirs_emissions_sources,other5_def,empty
manufacturing,aluminum_emissions_sources,temporal_granularity,string
forestry_and_land_use,forest_land_clearing_emissions_sources,other4,empty
manufacturing,cement_emissions_sources,other9_def,empty
manufacturing,aluminum_emissions_sources_ownership,iso3_country,string
agriculture,manure_left_on_pasture_cattle_emissions_sources,other1_def,string
mineral_extraction,bauxite_mining_emissions_sources,other3_def,empty
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources_confidenc,subsector,string
agriculture,manure_left_on_pasture_cattle_emissions_sources,other8,empty
transportation,domestic_shipping_country_emissions,temporal_granularity,string
manufacturing,steel_emissions_sources_ownership,company_id,string
forestry_and_land_use,net_forest_land_country_emissions,start_time,string
mineral_extraction,iron_mining_emissions_sources_confidence,end_time,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources_ownershi,percent_company_datasource,empty
fossil_fuel_operations,oil_and_gas_refining_emissions_sources_confidence,co2_emissions_factor,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources,other2_def,string
transportation,domestic_shipping_emissions_sources,source_name,string
forestry_and_land_use,forest_land_clearing_country_emissions,gas,string
agriculture,enteric_fermentation_cattle_pasture_country_emissions,gas,string
forestry_and_land_use,net_wetland_emissions_sources,other7_def,empty
agriculture,synthetic_fertilizer_application_emissions_sources_confidence,ch4_emissions_factor,empty
transportation,road_transportation_emissions_sources,other5,empty
agriculture,manure_management_cattle_feedlot_emissions_sources,activity,string
forestry_and_land_use,wetland_fires_emissions_sources_confidence,start_time,string
forestry_and_land_use,water_reservoirs_emissions_sources,gas,string
transportation,international_shipping_emissions_sources_confidence,co2_emissions_factor,string
forestry_and_land_use,shrubgrass_fires_emissions_sources_confidence,subsector,string
fossil_fuel_operations,oil_and_gas_production_and_transport_country_emissions,start_time,string
manufacturing,cement_emissions_sources,emissions_factor_units,string
forestry_and_land_use,shrubgrass_fires_emissions_sources,other4_def,empty
manufacturing,other_manufacturing_country_emissions,temporal_granularity,empty
transportation,domestic_shipping_emissions_sources,other7_def,empty
waste,incineration_and_open_burning_of_waste_country_emissions,created_date,string
transportation,domestic_aviation_emissions_sources_ownership,relationship,string
transportation,international_aviation_emissions_sources,other10_def,empty
manufacturing,other_manufacturing_emissions_sources,sector,string
manufacturing,cement_emissions_sources,iso3_country,string
forestry_and_land_use,forest_land_fires_emissions_sources,capacity_units,string
transportation,international_aviation_emissions_sources,subsector,string
mineral_extraction,bauxite_mining_emissions_sources,lat,string
manufacturing,cement_country_emissions,temporal_granularity,string
manufacturing,other_manufacturing_emissions_sources_confidence,co2_emissions_factor,empty
forestry_and_land_use,wetland_fires_emissions_sources,activity,string
fossil_fuel_operations,oil_and_gas_refining_country_emissions,gas,string
agriculture,rice_cultivation_emissions_sources,sector,string
transportation,international_shipping_emissions_sources,capacity_units,string
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources,capacity_factor,string
transportation,domestic_aviation_emissions_sources,other3,empty
agriculture,synthetic_fertilizer_application_emissions_sources,sector,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources_ownershi,sector,string
forestry_and_land_use,removals_emissions_sources,other2_def,string
forestry_and_land_use,net_forest_land_emissions_sources,emissions_factor,empty
transportation,domestic_shipping_emissions_sources,activity_units,string
forestry_and_land_use,forest_land_degradation_emissions_sources,start_time,string
agriculture,enteric_fermentation_other_country_emissions,start_time,string
agriculture,enteric_fermentation_cattle_pasture_emissions_sources_confidenc,co2_emissions,empty
forestry_and_land_use,removals_emissions_sources_confidence,modified_date,empty
forestry_and_land_use,water_reservoirs_emissions_sources,other1,empty
forestry_and_land_use,wetland_fires_emissions_sources,capacity_factor,string
fossil_fuel_operations,coal_mining_emissions_sources_confidence,n2o_emissions,empty
agriculture,cropland_fires_emissions_sources_confidence,activity,empty
agriculture,manure_left_on_pasture_cattle_country_emissions,subsector,string
forestry_and_land_use,forest_land_clearing_emissions_sources,other6,empty
transportation,road_transportation_emissions_sources_confidence,end_time,string
transportation,domestic_aviation_emissions_sources_confidence,iso3_country,string
manufacturing,aluminum_emissions_sources_confidence,n2o_emissions,string
manufacturing,steel_country_emissions,sector,string
forestry_and_land_use,forest_land_fires_emissions_sources_confidence,capacity_factor,empty
fossil_fuel_operations,coal_mining_emissions_sources,geometry_ref,string
power,electricity_generation_emissions_sources,sector,string
transportation,domestic_aviation_emissions_sources_confidence,n2o_emissions_factor,string
agriculture,enteric_fermentation_cattle_pasture_emissions_sources_confidenc,total_co2e_100yrgwp,string
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources,activity,string
forestry_and_land_use,forest_land_degradation_emissions_sources,other7_def,empty
buildings,residential_and_commercial_onsite_fuel_usage_country_emissions,temporal_granularity,empty
agriculture,cropland_fires_emissions_sources,other6,empty
agriculture,rice_cultivation_emissions_sources_confidence,source_type,string
power,electricity_generation_emissions_sources_ownership_data_source,reference_id,string
agriculture,enteric_fermentation_other_country_emissions,subsector,string
manufacturing,cement_emissions_sources,temporal_granularity,string
manufacturing,aluminum_emissions_sources,other9_def,empty
mineral_extraction,bauxite_mining_emissions_sources,source_id,string
waste,wastewater_treatment_and_discharge_emissions_sources,other6,empty
forestry_and_land_use,net_wetland_emissions_sources_confidence,end_time,string
manufacturing,cement_country_emissions,iso3_country,string
forestry_and_land_use,forest_land_fires_emissions_sources,other5_def,empty
manufacturing,cement_emissions_sources_ownership,source_name,string
forestry_and_land_use,forest_land_degradation_emissions_sources_confidence,source_type,empty
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources_ownershi,iso3_country,string
transportation,domestic_aviation_emissions_sources_ownership,source_id,string
agriculture,cropland_fires_country_emissions,end_time,string
transportation,international_shipping_emissions_sources,other6,empty
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources_ownershi,start_date,string
manufacturing,other_manufacturing_country_emissions,modified_date,string
manufacturing,cement_emissions_sources,source_type,string
fossil_fuel_operations,coal_mining_emissions_sources,other3_def,string
mineral_extraction,copper_mining_emissions_sources_confidence,start_time,string
manufacturing,steel_emissions_sources,activity,string
fossil_fuel_operations,coal_mining_emissions_sources_ownership,company_name,string
forestry_and_land_use,removals_emissions_sources_confidence,co2_emissions_factor,string
forestry_and_land_use,shrubgrass_fires_emissions_sources,other2,string
mineral_extraction,bauxite_mining_emissions_sources_ownership,lon,string
manufacturing,aluminum_emissions_sources,emissions_factor_units,string
transportation,domestic_aviation_emissions_sources,emissions_factor,string
manufacturing,steel_emissions_sources_ownership,end_date,string
manufacturing,cement_emissions_sources_confidence,n2o_emissions,string
agriculture,rice_cultivation_country_emissions,created_date,string
mineral_extraction,sand_quarrying_country_emissions,emissions_quantity,string
forestry_and_land_use,net_forest_land_emissions_sources,other3,string
fossil_fuel_operations,oil_and_gas_refining_emissions_sources,other1_def,string
buildings,residential_and_commercial_onsite_fuel_usage_country_emissions,iso3_country,string
transportation,international_shipping_emissions_sources,gas,string
transportation,domestic_shipping_country_emissions,modified_date,empty
agriculture,enteric_fermentation_cattle_pasture_emissions_sources,subsector,string
transportation,other_transport_country_emissions,gas,string
manufacturing,steel_emissions_sources,capacity_factor,string
transportation,domestic_aviation_emissions_sources_confidence,sector,string
manufacturing,other_manufacturing_emissions_sources_confidence,modified_date,empty
agriculture,enteric_fermentation_cattle_pasture_emissions_sources,other10_def,string
forestry_and_land_use,forest_land_degradation_emissions_sources,other8,empty
mineral_extraction,bauxite_mining_emissions_sources_confidence,end_time,string
forestry_and_land_use,forest_land_fires_emissions_sources,gas,string
forestry_and_land_use,forest_land_degradation_emissions_sources,other1_def,string
transportation,international_aviation_emissions_sources_confidence,n2o_emissions,string
transportation,road_transportation_emissions_sources,other2_def,string
manufacturing,aluminum_emissions_sources_ownership,end_date,string
agriculture,manure_left_on_pasture_cattle_country_emissions,start_time,string
forestry_and_land_use,forest_land_clearing_emissions_sources_confidence,capacity_factor,empty
mineral_extraction,copper_mining_emissions_sources,activity_units,string
forestry_and_land_use,removals_emissions_sources_confidence,subsector,string
manufacturing,cement_emissions_sources_confidence,total_co2e_100yrgwp,string
fossil_fuel_operations,coal_mining_emissions_sources_ownership,source_name,string
transportation,domestic_aviation_emissions_sources,capacity_factor,empty
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources,other3,string
transportation,international_aviation_emissions_sources_confidence,total_co2e_100yrgwp,string
manufacturing,cement_emissions_sources_ownership,company_name,string
power,electricity_generation_emissions_sources,capacity_units,string
manufacturing,steel_emissions_sources_ownership_data_source,modified_date,empty
transportation,international_aviation_emissions_sources_ownership,ultimate_parent_id,string
forestry_and_land_use,shrubgrass_fires_country_emissions,iso3_country,string
fluorinated_gases,fluorinated_gases_country_emissions,iso3_country,string
forestry_and_land_use,net_shrubgrass_emissions_sources,other1,string
mineral_extraction,copper_mining_emissions_sources,created_date,string
manufacturing,steel_emissions_sources,emissions_factor,string
fossil_fuel_operations,coal_mining_emissions_sources,other9,empty
mineral_extraction,iron_mining_emissions_sources_ownership,lat,string
forestry_and_land_use,forest_land_fires_emissions_sources,sector,string
transportation,domestic_aviation_emissions_sources,activity,string
manufacturing,other_manufacturing_emissions_sources,other3_def,string
manufacturing,cement_emissions_sources_confidence,co2_emissions,string
agriculture,manure_left_on_pasture_cattle_emissions_sources,other6,empty
manufacturing,aluminum_country_emissions,gas,string
transportation,international_shipping_emissions_sources,sector,string
power,electricity_generation_emissions_sources_confidence,start_time,string
agriculture,rice_cultivation_emissions_sources,capacity_units,empty
agriculture,synthetic_fertilizer_application_emissions_sources,capacity_units,string
fossil_fuel_operations,coal_mining_emissions_sources,other8_def,empty
manufacturing,petrochemicals_emissions_sources,other6,empty
waste,solid_waste_disposal_emissions_sources,lat,string
power,other_energy_use_country_emissions,iso3_country,string
transportation,international_aviation_emissions_sources_confidence,co2_emissions,string
forestry_and_land_use,wetland_fires_country_emissions,emissions_quantity,string
agriculture,synthetic_fertilizer_application_country_emissions,gas,string
forestry_and_land_use,wetland_fires_emissions_sources,other3,string
manufacturing,petrochemicals_emissions_sources_confidence,activity,string
mineral_extraction,iron_mining_emissions_sources,other10_def,empty
forestry_and_land_use,net_shrubgrass_country_emissions,emissions_quantity_units,string
agriculture,synthetic_fertilizer_application_emissions_sources_confidence,ch4_emissions,empty
transportation,road_transportation_emissions_sources,other7,empty
manufacturing,aluminum_emissions_sources_ownership,created_date,string
manufacturing,aluminum_emissions_sources_confidence,total_co2e_100yrgwp,string
mineral_extraction,iron_mining_emissions_sources,subsector,string
forestry_and_land_use,wetland_fires_emissions_sources,emissions_factor,string
fossil_fuel_operations,coal_mining_emissions_sources_confidence,total_co2e_100yrgwp,string
agriculture,synthetic_fertilizer_application_emissions_sources,gas,string
mineral_extraction,copper_mining_emissions_sources_ownership,lat,string
forestry_and_land_use,water_reservoirs_country_emissions,end_time,string
agriculture,rice_cultivation_emissions_sources,gas,string
fossil_fuel_operations,oil_and_gas_refining_emissions_sources,other1,empty
power,electricity_generation_emissions_sources,other5_def,empty
manufacturing,chemicals_country_emissions,gas,string
manufacturing,steel_emissions_sources_ownership,created_date,string
manufacturing,other_manufacturing_emissions_sources_confidence,subsector,string
fluorinated_gases,fluorinated_gases_country_emissions,temporal_granularity,empty
manufacturing,other_manufacturing_emissions_sources,gas,string
forestry_and_land_use,net_forest_land_emissions_sources,activity,empty
manufacturing,aluminum_emissions_sources,capacity,string
forestry_and_land_use,shrubgrass_fires_country_emissions,temporal_granularity,string
waste,biological_treatment_of_solid_waste_and_biogenic_country_emissi,sector,string
power,electricity_generation_emissions_sources_ownership,ultimate_parent_id,string
forestry_and_land_use,net_wetland_emissions_sources,other6,empty
forestry_and_land_use,shrubgrass_fires_emissions_sources,other6_def,empty
mineral_extraction,rock_quarrying_country_emissions,emissions_quantity_units,string
agriculture,enteric_fermentation_cattle_pasture_emissions_sources_confidenc,n2o_emissions,empty
fossil_fuel_operations,coal_mining_emissions_sources_confidence,co2_emissions,empty
manufacturing,other_manufacturing_emissions_sources,other9,empty
forestry_and_land_use,forest_land_fires_country_emissions,emissions_quantity_units,string
manufacturing,steel_emissions_sources,other3,string
manufacturing,aluminum_emissions_sources_confidence,co2_emissions,string
power,electricity_generation_emissions_sources,gas,string
agriculture,rice_cultivation_emissions_sources,other5_def,empty
forestry_and_land_use,shrubgrass_fires_emissions_sources,lon,string
forestry_and_land_use,net_forest_land_emissions_sources,capacity_factor,empty
agriculture,synthetic_fertilizer_application_emissions_sources,other5_def,empty
fossil_fuel_operations,oil_and_gas_refining_emissions_sources,modified_date,empty
fossil_fuel_operations,oil_and_gas_refining_emissions_sources_ownership,lat,string
transportation,road_transportation_emissions_sources,lon,string
forestry_and_land_use,forest_land_degradation_emissions_sources,other4,empty
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources,emissions_factor,string
waste,solid_waste_disposal_emissions_sources,source_id,string
transportation,domestic_shipping_emissions_sources,modified_date,string
power,other_energy_use_country_emissions,temporal_granularity,empty
fossil_fuel_operations,solid_fuel_transformation_country_emissions,created_date,string
forestry_and_land_use,net_forest_land_emissions_sources_confidence,end_time,string
fossil_fuel_operations,coal_mining_country_emissions,start_time,string
transportation,international_shipping_emissions_sources_confidence,co2_emissions,string
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources,other1,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources,sector,string
forestry_and_land_use,shrubgrass_fires_emissions_sources,activity_units,string
forestry_and_land_use,forest_land_clearing_emissions_sources,source_type,empty
transportation,road_transportation_emissions_sources_confidence,created_date,string
manufacturing,aluminum_emissions_sources,other4,string
transportation,road_transportation_emissions_sources,activity_units,string
fossil_fuel_operations,oil_and_gas_refining_emissions_sources_confidence,co2_emissions,string
fossil_fuel_operations,coal_mining_emissions_sources,subsector,string
waste,solid_waste_disposal_emissions_sources_confidence,source_id,string
transportation,international_aviation_country_emissions,start_time,string
forestry_and_land_use,forest_land_clearing_emissions_sources,temporal_granularity,string
mineral_extraction,copper_mining_emissions_sources,other2,empty
forestry_and_land_use,water_reservoirs_emissions_sources_confidence,source_id,string
forestry_and_land_use,net_shrubgrass_emissions_sources,other3,string
fossil_fuel_operations,coal_mining_emissions_sources,other10_def,empty
agriculture,cropland_fires_emissions_sources_confidence,start_time,string
forestry_and_land_use,shrubgrass_fires_emissions_sources_confidence,n2o_emissions,empty
agriculture,manure_management_cattle_feedlot_emissions_sources,gas,string
forestry_and_land_use,water_reservoirs_emissions_sources,activity,string
agriculture,manure_management_cattle_feedlot_emissions_sources,other5_def,string
agriculture,synthetic_fertilizer_application_emissions_sources_confidence,capacity_factor,empty
manufacturing,steel_emissions_sources_confidence,iso3_country,string
fossil_fuel_operations,oil_and_gas_refining_emissions_sources,other10,empty
fossil_fuel_operations,oil_and_gas_refining_emissions_sources,other3_def,string
transportation,international_shipping_emissions_sources_confidence,total_co2e_100yrgwp,string
waste,wastewater_treatment_and_discharge_emissions_sources,iso3_country,string
forestry_and_land_use,forest_land_degradation_emissions_sources_confidence,source_name,string
forestry_and_land_use,wetland_fires_emissions_sources_confidence,source_id,string
forestry_and_land_use,wetland_fires_emissions_sources,other1,string
forestry_and_land_use,water_reservoirs_emissions_sources,capacity_factor,string
fossil_fuel_operations,oil_and_gas_refining_country_emissions,modified_date,empty
fossil_fuel_operations,oil_and_gas_refining_emissions_sources_confidence,total_co2e_100yrgwp,string
transportation,international_aviation_emissions_sources,geometry_ref,string
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources_confidenc,n2o_emissions,string
agriculture,enteric_fermentation_cattle_pasture_emissions_sources,other3_def,string
manufacturing,steel_emissions_sources_confidence,n2o_emissions_factor,string
forestry_and_land_use,net_wetland_country_emissions,emissions_quantity,string
agriculture,enteric_fermentation_cattle_pasture_country_emissions,iso3_country,string
forestry_and_land_use,forest_land_degradation_emissions_sources,capacity,string
forestry_and_land_use,forest_land_clearing_country_emissions,iso3_country,string
fossil_fuel_operations,other_fossil_fuel_operations_country_emissions,start_time,string
manufacturing,cement_emissions_sources_ownership,geometry_ref,string
agriculture,manure_left_on_pasture_cattle_emissions_sources_confidence,co2_emissions,empty
agriculture,rice_cultivation_emissions_sources_confidence,source_name,string
mineral_extraction,bauxite_mining_emissions_sources_ownership,created_date,string
transportation,international_aviation_country_emissions,subsector,string
mineral_extraction,iron_mining_emissions_sources,other9,empty
fossil_fuel_operations,oil_and_gas_refining_emissions_sources,start_time,string
transportation,international_aviation_emissions_sources,other3_def,string
transportation,other_transport_country_emissions,modified_date,string
transportation,domestic_shipping_country_emissions,gas,string
agriculture,enteric_fermentation_cattle_pasture_emissions_sources,geometry_ref,string
forestry_and_land_use,forest_land_clearing_emissions_sources,iso3_country,string
manufacturing,steel_country_emissions,emissions_quantity_units,string
waste,solid_waste_disposal_emissions_sources_confidence,capacity,string
forestry_and_land_use,water_reservoirs_emissions_sources_confidence,capacity,string
mineral_extraction,bauxite_mining_emissions_sources_confidence,created_date,string
fossil_fuel_operations,coal_mining_country_emissions,subsector,string
waste,solid_waste_disposal_country_emissions,end_time,string
fossil_fuel_operations,other_fossil_fuel_operations_country_emissions,subsector,string
manufacturing,steel_emissions_sources,other1,string
forestry_and_land_use,net_shrubgrass_emissions_sources_confidence,subsector,string
forestry_and_land_use,net_wetland_emissions_sources_confidence,created_date,string
forestry_and_land_use,net_shrubgrass_emissions_sources,emissions_factor,empty
mineral_extraction,iron_mining_emissions_sources,other8_def,empty
agriculture,manure_management_cattle_feedlot_emissions_sources,capacity_units,string
forestry_and_land_use,net_forest_land_emissions_sources_confidence,total_co2e_20yrgwp,string
mineral_extraction,copper_mining_emissions_sources_confidence,activity,string
transportation,international_shipping_country_emissions,end_time,string
fossil_fuel_operations,oil_and_gas_refining_emissions_sources,other9_def,empty
agriculture,manure_left_on_pasture_cattle_emissions_sources_confidence,total_co2e_100yrgwp,string
manufacturing,other_manufacturing_country_emissions,gas,string
waste,wastewater_treatment_and_discharge_emissions_sources,source_type,string
agriculture,enteric_fermentation_cattle_pasture_country_emissions,temporal_granularity,string
transportation,domestic_shipping_emissions_sources,other2_def,empty
manufacturing,cement_emissions_sources,other6,string
forestry_and_land_use,forest_land_clearing_country_emissions,temporal_granularity,string
manufacturing,pulp_and_paper_country_emissions,end_time,string
waste,wastewater_treatment_and_discharge_emissions_sources,temporal_granularity,string
waste,solid_waste_disposal_emissions_sources,other2_def,string
manufacturing,steel_emissions_sources_confidence,sector,string
forestry_and_land_use,wetland_fires_emissions_sources_confidence,capacity,string
agriculture,manure_left_on_pasture_cattle_emissions_sources,source_type,empty
forestry_and_land_use,forest_land_degradation_emissions_sources,emissions_factor_units,string
manufacturing,petrochemicals_emissions_sources_confidence,start_time,string
agriculture,manure_left_on_pasture_cattle_emissions_sources_confidence,n2o_emissions,string
mineral_extraction,iron_mining_country_emissions,subsector,string
manufacturing,petrochemicals_emissions_sources,temporal_granularity,string
agriculture,synthetic_fertilizer_application_country_emissions,modified_date,string
manufacturing,petrochemicals_country_emissions,temporal_granularity,string
forestry_and_land_use,net_shrubgrass_emissions_sources,capacity_factor,empty
transportation,international_aviation_emissions_sources,other9,empty
transportation,railways_country_emissions,created_date,string
mineral_extraction,iron_mining_emissions_sources,other3_def,empty
agriculture,manure_management_other_country_emissions,subsector,string
manufacturing,aluminum_country_emissions,modified_date,empty
manufacturing,aluminum_emissions_sources,other8,empty
forestry_and_land_use,forest_land_fires_country_emissions,sector,string
power,electricity_generation_emissions_sources_confidence,activity,string
agriculture,rice_cultivation_emissions_sources_confidence,ch4_emissions_factor,string
forestry_and_land_use,removals_emissions_sources,source_id,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources_confiden,source_id,string
forestry_and_land_use,forest_land_clearing_emissions_sources_confidence,ch4_emissions,empty
agriculture,manure_left_on_pasture_cattle_emissions_sources,temporal_granularity,string
mineral_extraction,copper_mining_emissions_sources,lon,string
transportation,domestic_aviation_emissions_sources,other1,empty
manufacturing,petrochemicals_emissions_sources,source_type,string
fossil_fuel_operations,oil_and_gas_production_and_transport_country_emissions,emissions_quantity,string
manufacturing,aluminum_emissions_sources,other1_def,string
mineral_extraction,iron_mining_emissions_sources_ownership,ultimate_parent_id,string
transportation,international_aviation_emissions_sources,other8_def,empty
forestry_and_land_use,net_shrubgrass_emissions_sources,activity,empty
mineral_extraction,rock_quarrying_country_emissions,sector,string
waste,biological_treatment_of_solid_waste_and_biogenic_country_emissi,emissions_quantity_units,string
forestry_and_land_use,forest_land_degradation_emissions_sources,other9_def,empty
forestry_and_land_use,forest_land_degradation_country_emissions,iso3_country,string
fossil_fuel_operations,oil_and_gas_refining_emissions_sources,other6,string
agriculture,manure_management_cattle_feedlot_emissions_sources_confidence,sector,string
forestry_and_land_use,water_reservoirs_emissions_sources,other3,empty
transportation,international_aviation_emissions_sources_ownership,lat,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources,other4,string
forestry_and_land_use,net_wetland_emissions_sources,iso3_country,string
mineral_extraction,copper_mining_emissions_sources,other6_def,empty
transportation,road_transportation_emissions_sources_confidence,total_co2e_20yrgwp,string
mineral_extraction,iron_mining_emissions_sources_confidence,sector,string
transportation,domestic_shipping_emissions_sources_confidence,source_id,string
forestry_and_land_use,net_forest_land_country_emissions,emissions_quantity,string
forestry_and_land_use,net_shrubgrass_country_emissions,sector,string
buildings,other_onsite_fuel_usage_country_emissions,temporal_granularity,empty
forestry_and_land_use,net_shrubgrass_emissions_sources_confidence,co2_emissions_factor,empty
transportation,road_transportation_country_emissions,subsector,string
agriculture,cropland_fires_emissions_sources,source_id,string
agriculture,manure_management_cattle_feedlot_emissions_sources,sector,string
manufacturing,petrochemicals_emissions_sources,iso3_country,string
forestry_and_land_use,net_shrubgrass_emissions_sources_confidence,modified_date,empty
transportation,international_shipping_emissions_sources_confidence,n2o_emissions,empty
manufacturing,petrochemicals_country_emissions,iso3_country,string
mineral_extraction,bauxite_mining_emissions_sources,other2_def,empty
fossil_fuel_operations,oil_and_gas_refining_emissions_sources_ownership,ultimate_parent_id,string
transportation,domestic_shipping_emissions_sources,other7,empty
forestry_and_land_use,forest_land_fires_emissions_sources_confidence,ch4_emissions,empty
mineral_extraction,bauxite_mining_country_emissions,end_time,string
agriculture,enteric_fermentation_cattle_feedlot_emissions_sources_confidenc,total_co2e_100yrgwp,string
agriculture,manure_management_other_country_emissions,start_time,string
fossil_fuel_operations,oil_and_gas_refining_emissions_sources_confidence,n2o_emissions,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources,emissions_factor,string
agriculture,enteric_fermentation_cattle_pasture_emissions_sources,other8_def,string
forestry_and_land_use,removals_emissions_sources,lat,string
forestry_and_land_use,shrubgrass_fires_emissions_sources_confidence,co2_emissions,string
forestry_and_land_use,net_forest_land_emissions_sources_confidence,created_date,string
mineral_extraction,iron_mining_country_emissions,start_time,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources_confiden,capacity,empty
forestry_and_land_use,net_wetland_emissions_sources_confidence,total_co2e_20yrgwp,string
manufacturing,aluminum_emissions_sources,other7_def,string
agriculture,manure_left_on_pasture_cattle_emissions_sources,iso3_country,string
forestry_and_land_use,water_reservoirs_emissions_sources,emissions_factor,string
manufacturing,aluminum_emissions_sources_ownership,lon,string
mineral_extraction,bauxite_mining_emissions_sources_confidence,total_co2e_20yrgwp,string
transportation,road_transportation_country_emissions,start_time,string
forestry_and_land_use,net_forest_land_emissions_sources,other1,string
forestry_and_land_use,forest_land_degradation_emissions_sources_confidence,ch4_emissions_factor,empty
power,electricity_generation_emissions_sources_ownership,lat,string
manufacturing,chemicals_country_emissions,modified_date,empty
forestry_and_land_use,forest_land_degradation_country_emissions,temporal_granularity,string
forestry_and_land_use,shrubgrass_fires_emissions_sources,created_date,string
fossil_fuel_operations,oil_and_gas_production_and_transport_emissions_sources,other9_def,empty
mineral_extraction,iron_mining_emissions_sources_confidence,iso3_country,string
forestry_and_land_use,net_wetland_emissions_sources,temporal_granularity,string
agriculture,manure_management_cattle_feedlot_emissions_sources_confidence,n2o_emissions_factor,string
mineral_extraction,iron_mining_emissions_sources_confidence,n2o_emissions_factor,empty
forestry_and_land_use,net_wetland_emissions_sources,source_type,empty
fossil_fuel_operations,coal_mining_emissions_sources_ownership,geometry_ref,string
forestry_and_land_use,shrubgrass_fires_emissions_sources_confidence,total_co2e_100yrgwp,string
transportation,road_transportation_emissions_sources,modified_date,string
manufacturing,steel_emissions_sources_ownership,lon,string
mineral_extraction,copper_mining_country_emissions,end_time,string
mineral_extraction,copper_mining_emissions_sources_ownership,ultimate_parent_id,string
